Title,Review
서치,똑같은 소재라도 누가 어떻게 다루느냐에 따라 작품의 퀄리티는 극명하게 차이가 난다 테이큰 시리즈와 서치의 차이 혹은 너브와 서치의 차이라고 해두자 년
서치,그동안 녹화화면이나 검색창으로 이루어진 영화들은 꽤 있었지만 이 정도 탄탄한 몰입감을 주는 영화는 처음이라고 확신한다 아마 연출자도 전개과정에서 어떤식으로 디지털 매체 화면을 배
서치,아빠 실종된 딸을 찾기위해 에 접속하다
서치,서치는 이번 전주국제영화제에서 가장 인상적인 작품 중 하나로 기억될 것이다 주말 저녁 전주 돔에서 들려오는 관객의 박수갈채는 덤이었다 작품의 줄거리는 참으로 간단하다
서치,참신함으로 무장하여 관객의 니즈를 서치해내다
서치,맥북 영업 영화
서치,기대 이하였음
서치,형식면에선 더 길티와 양대산맥
서치,민간인 버전의 디지털 포렌식이라고 할까
서치,최대한 모니터에서 벗어나지 않으려는 노력 자연스럽게 정보를 전달하려 했지만 뉴스영상과 심문영상은 너무 과했다
서치,중년의 아저씨가 컴퓨타 다루는 솜씨가 장난이 아님 그리고 의 위력을 실감했던 영화 한국계 배우라 더 내적친밀감이 있었던 것 같다 재밌게 잘 봤다
서치,새로운 장르의 등장
서치,신선한 아이디어로 영상미의 즐거움을 주다
서치,우리는 조용히 모니터 앞에 앉아 엉덩이 한 번 떼지않고 갖은 감정의 폭풍을 타는 시대에 있다 년
서치,이런 스타일은 처음봄 설령 누가 먼저했더라도 유행시킨건 이 영화다 스타일의 개척자
서치,새로운 세대의 새로운 스릴러
서치,빠져들게 만든다
노량 죽음의 바다,장엄한 북소리 감히 어떤 말로도 표현할 수 없을 만큼 가슴이 벅차올랐다
노량 죽음의 바다,불필요한 죽음을 부정할 필요도 있다
노량 죽음의 바다,이순신 찐팬 김한민 감독의 애정과 욕심이 함께 느껴진 영화
노량 죽음의 바다,다 좋은데결말이
노량 죽음의 바다,계속 북소리는 듣고싶고 전쟁은 안했으면 하는 내 모순적인 마음이자 모순적인 영화
노량 죽음의 바다,시사회로 먼저 봤는데 마지막 해상전투 진짜 아맥이나 돌비로 다시 보고싶음
노량 죽음의 바다,진짜 이거 틀고 자면 잠 푹 잘듯
노량 죽음의 바다,마지막 북소리가 영화끝나고도 귓가에 남아 일어나지않고 자막을 다 봤더니 쿠키영상 나와요 모르시는 분들 다 보시길
노량 죽음의 바다,놀라운 해상 전투신 하지만 장엄한 북 소리 이후로 피로가 급격하게 밀려온다
노량 죽음의 바다,역시 충무공 이순신장군님
노량 죽음의 바다,침묵한 영웅의 끝없는 심장고동
노량 죽음의 바다,역사에 대한 고증과 독창적 해석이 공존하는 영화 둥둥둥 가슴치는 북소리가 여운이 되어 오늘을 살게하는 작품
노량 죽음의 바다,기대만큼 아쉬운 영화 너무 많은걸 신경 썼기에 의식했기에 잃은 것들
노량 죽음의 바다,노량 완벽한 정반합을 망친 사족
노량 죽음의 바다,조선을 지킨 별이 그렇게 지다
노량 죽음의 바다,적폐세력과 뉴라이트때문에 폄하된 작품 저들은 감히 평점을 부여할 자격이 있는자들인가 이영화가 천만이상 못보았다는것 역사가 훗날 말해줄것이다 저들의 왜곡된 식민사관을
노량 죽음의 바다,이순신 부작의 종반을 맺기엔 충분했던 귓가를 뒤덮는 북소리 그럼에도 아까운 영화
노량 죽음의 바다,이순신 죽음이라는 인생의 마무리로 진정한 신이 되다
노량 죽음의 바다,배우들의 연기는 좋았지만 신파는 아쉽다
노량 죽음의 바다,사나운 급류에서 잔잔한 파도로 밀려가는 부작의 끝맺음
노량 죽음의 바다,한국인 모두가 아는 위인이기에 영화의 좋은 점과 아쉬운 점이 명확하게 보일 수밖에 없다
노량 죽음의 바다,이순신 대 해전의 모습을 보여준 노고에 주는 별점 영화 자체의 완성도는 참 부족하다 상황에 따른 배우움직임이나 동선 디테일이 뭉게짐 연출이 액션은 괜찮은데 드라마는 구리다
노량 죽음의 바다,삼도수군통제사라는 직책 이면에 숨겨진 이순신이란 인물이 가진 감정에 대한 영화
노량 죽음의 바다,성웅 앞에서 방황하는 카메라
노량 죽음의 바다,김한민 감독의 이순신 부작의 마무리 다소 늘어지는 전투신과 북소리를 제외하면
노량 죽음의 바다,단기간에 이순신에 대한 작품이 세편이나 나와 흥미가 떨어진 것은 사실 영화보다는 드라마같은 느낌이 드네
노량 죽음의 바다,전투신은 시리즈 최고 스토리는 좀 더 담백하게 갔으면 더 좋았을텐데
노량 죽음의 바다,명량 한산에 비해서 아쉬움이 많이 남습니다
노량 죽음의 바다,전작들의 통쾌함 대신 비장함이 영화의 분위기를 지배한다
노량 죽음의 바다,이순신의 마지막 시리즈인만큼 분위기가 장엄했고 무거운 느낌이었음
노량 죽음의 바다,남자친구가 영화 재미없으면 하품하고 난리나는데 완전 초집중해서 봤습니다 진짜 재미고 뭐고 시간 가는 줄 몰랐습니다
노량 죽음의 바다,노량 죽음의바다 에서 김한민 감독의 이순신 장군에 대한 열정과 역사에 대한 지식에 놀랐다 마음속 깊이 울리는 북소리가 아직도 남아 있는 듯 하다
노량 죽음의 바다,죽음에 대한 영화
노량 죽음의 바다,노량은 조선 백성의 마음이 원한 북소리였다 말하지 않았느냐 저들을 이대로 보내면 장차 더 큰 원한들이 쌓이게 될 것이다 아직도 모르겠느냐  
노량 죽음의 바다,김윤석 멋있다
노량 죽음의 바다,고생하셨습니다 장군님
노량 죽음의 바다,정말 역대급 해상씬이었던것 같다 보면서 너무나 긴장감 넘쳤고 마지막 북소리는 심장을 뛰게했고 또 한참 귓속을 맴돌았다
노량 죽음의 바다,이순신장군님이말씀하셨지 왜구를끝까지섬멸해야한다고 그 말씀을 따르지않아서 지금까지도 매국노때문에괴롭고 잠시나라를내주었는데 그끝이얼마남지않았다 이순신장군님은 우리곁에서지켜주신다
노량 죽음의 바다,누구나 다 아는 반전과 결말이지만 누구나 놀랄 만한 반전과 결말이었다 누구나 다 아는 반전과 결말이라는 특이한 케이스를 감독이 재밌는 트릭으로 신선한 반전과 결말로 변모시켰다
노량 죽음의 바다,영웅의 북소리는 적장을 절망 시키기에 충분했다 우리나라 영화사에 큰 의미를 남긴 시리즈의 성공적 마무리 다만 그것이 영화 자체로서 스스로 빛났다기에는 아쉬움이 남는다 
노량 죽음의 바다,역사가 스포라 뭐라 할 말이 없지만 배우들의 연기는 새롭고 짜릿했어요
노량 죽음의 바다,김치찌개 맛집에서 김치찌개 먹기
노량 죽음의 바다,칠천량에서 아군이 당한 슬프고 처참한 패배를 노량에서 이순신장군이 살신하며 기어이 시마즈함대를 쳐부수는 명장면이다 시마즈 토호후대세력들이 일제강점주동들이었다니
노량 죽음의 바다,잘 만들어진 영환데 왜이리 평점이 낮지 극장에서 사람들 다 훌쩍거림
노량 죽음의 바다,국민이라면 반드시 봐야할 영화 그분들의 숭고한 희생에 감사를 표하며 감동적인 시간이었다
노량 죽음의 바다,리뷰들이 생각만큼 좋지는 않아서 큰 기대없이 봤지만 영화에 몰입하면서 보니 나름대로 영화를 잘 즐겼다 특히 여운이 오래 가는 것같다
노량 죽음의 바다,최후의 순간까지도 널리 퍼져나간 의의 정신
노량 죽음의 바다,가장 극적이고 장엄한 전투에도 스크린 밖으로 전해지지 않는 결기와 감동
노량 죽음의 바다,
노량 죽음의 바다,김윤석의 이순신과 백윤식 정재영 그리고 전투신엔 초록불 전투신만 보러 영화관에 갈만 함 하지만 그 외의 과잉 연출은 나를 빨간불로 인도함
타이타닉,일요일 낮 세상에서 가장 편한 자세로 티비를 보다가 우연히 중간부터 감상해도 인생 영화로 등극할 수 있는 유일무이한 작품
타이타닉,매번 볼때마다 감동이 밀려드는 작품
타이타닉,디카프리오의 전성기
타이타닉,로맨스란 이런것이다
타이타닉,한번쯤은 영화관에서 다시 보고 싶은 영화
타이타닉,최고의 작품 볼때마다 눈을 흘리며 보게되는 영화입니다 스토리에 음악까지 완벽 
타이타닉,우리는 흔히 영화를 종합 예술이라고 말한다 그렇기 때문에 영화는 단 한 가지로 평가할 수 없다 그리고 타이타닉은 모든 부분에서 뛰어나다 주연부터 조연까지 모두가 연기 
타이타닉,이토록 완벽한 영화라니 디카프리오의 리즈 시절을 볼 수 있어서 행복
타이타닉,인생 영화 레오나르도 디카프리오 크
타이타닉,웅장한 바다씬과 바다위에표류되며 잭이름을말하는장면으누잊지못한다
타이타닉,한 시대를 완전히 풍미한 영화를 체험한다는 것
타이타닉,자유로운 영혼의 남자가 공주님에게 세상 구경시켜주는 플롯은 진부하지만 이 영화는 다르다
타이타닉,명작의 감동은 세월이 흘러도 영원하다
타이타닉,최고의 로맨스 레오나르도 디카프리오 얼굴도 최고 주인공 뿐만 아니라 조연들의 이야기도 재미있다
타이타닉,이 영화 안본 사람 뇌를 사고 싶다
타이타닉,눈 떠보니 어차피 지각이라 영화관에 갔다
타이타닉,차가운 바다 가장 뜨겁고 강렬했던 사랑 피할 수 없는 각자 죽음을 앞둔 사람들의 감정이 담긴 눈빛의 잔상이 오래도록 남는다
타이타닉,주년 리마스터링 재개봉으로 생애 첫 스크린 관람 후 인생영화로 넣음
타이타닉,한줄평  스필버그보다 적은 작품수지만 카메론의 내공은 모두 이 영화에 고농축으로 녹아있다
타이타닉,순간을 소중히 디카프리오의 마지막 바닷물 위에서의 명장면은 하 잊지못해
타이타닉,년 개봉때 보고 오늘 넷플릭스에서 봤다 대를 지나 대에 다시 봐도 명작이다
타이타닉,차했던 유일한 영화 최고
타이타닉,로맨스 영화를 보며 두근거리는 감정은 처음 우아하고 황홀한 사랑이 이런걸까 생각했다 명작은 몇십년이 지난 뒤에도 명작이다
타이타닉,영화관에서 봤는데 제 취향은 아니었던 듯
타이타닉,극장에서 한번 더 보고싶은 영화
타이타닉,말 그대로 영화같은 영화 처음 봤을 때의 그 감정을 오래도록 간직하고 싶은 작품 명작은 영원하다
타이타닉,영화가 보여줄수 있는 정점
타이타닉,이 작품을 부정하고 싶어하는 사람을 찾을 수 없었다
타이타닉,그대를 위한 영원히 가라않지 않을 사랑
타이타닉,영화가 끝난 뒤 무언가 나를 의자에 잡아뒀다 엔딩 크레딧이 끝나고도 느껴지는 강한 여운은 그들에 대한 추모였던 것 같다
타이타닉,보세요다음 세기까지도 재개봉 해야함
타이타닉,아무리 재밌어도 차 관람은 잘 안하는데 내 인생에서 가장 많이 본 영화
타이타닉,아니 왜 그걸 거기에
타이타닉,그 어떠한 재난이 몰려와도 막을 수 없는 사랑이라는 힘
타이타닉, 연출 스토리 배우 연기력 다양한 캐릭터로 보는 인간군상을 완벽하게 자아냈다
타이타닉,시간이 지나도 명품 영화죠
타이타닉,첫 만점영화 말이 필요없다
타이타닉,년도 더 된 작품이 왜 아직도 많은 사람들의 입에 오르내리는지 알 수 있는 영화
타이타닉,희망과 절망 그리고 추억
타이타닉,길게 이야기 할 필요가 없다 타이타닉을 안 본 사람이 너무 부럽다 처음 타이타닉을 보았을 때의 느낌 잊을 수가 없다 명작 그 자체다
타이타닉, 로맨틱한게 뭔지 잊어버렸었다면
타이타닉,낭만적인 잔인이거나 잔인한 낭만이거나
타이타닉,가장 흔한소재에서 나온 가장 완벽한 영화 아직도 이 영화가 시간이 넘는다는 사실이 믿기지 않는다
타이타닉,한 시대를 품은 거대한 배와 함께 사랑도 우정도 생명도 그리고 시대도 가라앉았다 거대한 참사 속에 남은 건 기억 뿐이다
타이타닉,처음 보면 사랑 이야기 다시 보면 인생 이야기
타이타닉,아마도 연령 성별 국적 취향의 영향을 가장 적게 받았을 최고의 대중영화
타이타닉,정말 사랑해 머지않는 영화
타이타닉,헐리우드에서 각잡고 로맨스를 만든다면
타이타닉,아직까지 타이타닉을 침몰 시킬수 있는 로멘스는 본적이 없다
타이타닉,아름답고 안타깝다
길복순,영화 메시지만 년이면 뭐하냐 완성도는 지난 세기인데
길복순,길복순과 차민규의 첫만남은 매우 인상적이다 그 장면에서 이 이야기가 시작되었을 것이다 그 외 모든 장면이 사족 액션은 첫장면부터 유치하게 덜컹거린다 과유불급
길복순,너무 기대를 많이했었던가 봐요
길복순,박훈정 감독의 마녀 때와 같은 충격을 선사하는 스타일리시가 느껴지는 작품 드라마에 이어 영화까지 년 분기를 사로잡을 배우는 전도연이 되지 않을까 싶다
길복순,분위기 좋은 고급 레스토랑에 분 짜장이 웬말
길복순,킹 메이커 를 보고 겉멋이 빠진 줄 알았더니 상황 캐릭터 대사들이 보는 사람을 부끄럽게 한다
길복순,액션장르지만 액션이 제일 별로인게 아이러니
길복순,존윅과 킬빌한국식 모성애 퀴어 액션 킬러극
길복순,영혼은 없고 가이리치 버터만 온통 발라졌다 베끼는 것도 부지런해야 창작이 되는데 개인기만 춤을춘다
길복순,배우 전도연의 존재감을 액션 영화에서도 느끼게 해준 넷플릭스다운 시도 등장 인물 모두 존재감 넘치는 배우들이라 캐스팅만 쫓아도 충분히 재미있다
길복순,존윅  개봉 직전에 등장한 존윅 강아지 대신 모성을 담아낸 것까지는 좋았다
길복순,액션과 감동을 둘 다 잡으려던 욕심 엄청난 걸 이뤄낼 듯이 전개하다 마지막에 허무만 남는다 특히 동성애가 굳이 스토리에 왜 사용됐는지 의아하다 달랐다면 더 좋았을 듯
길복순,먼지 쌓인 일의 끝맺음 전도연의 매력 액션 연기 그 자체
길복순,킬링타임용이라기엔 심오하다 액션에 가려진 사랑과 편견 싸울때는 몇 수를 내다보는 길복순이지만 자식 앞에선 수 설경구 러시아 액션씬은 연출이 아쉽
길복순,서사가 부족한데 차라리 시리즈물로 제작되었으면 어땠을지
길복순,겉멋만 들은 어설픈 스토리
길복순,최고의 킬러도 사춘기 자녀는 어떻게 할 수 없음
길복순,머리로 찍은 년대 만주 느와르가 불쑥 튀어나온다 전도연의 여유 외에 어느 하나 눈길 가는 데가 없다
길복순,지루한 액션과의 전쟁에서 번 멈췄지만 복순이 때문에 끝까지 참고 겨우 봤다 이런 개판인 상황에서도 전도연의 눈빛은 빛이 나네
길복순,싱글맘의 육아는 험난하기만하다 밖은 전쟁이니까
길복순,다분히 감정적인 존윅 미지근한 한강라면
길복순,변성현 감독님 하고 싶은 거 그만해요
길복순,여전히 변성현 감독의 스타일을 좋아하지만 스타일만 좋은 영화를 보고 싶진 않았다
길복순,노인들의 허술한 액션 앞뒤 안맞는 개연성 네임드 배우들의 억지 텐션
길복순,엄마 존윅 너무 힘이 들어간 색다른새로운독특한 연출과 정돈되지 않은 서브 플롯이 아쉽긴 하지만 기대 이상
길복순,난 엄마 길복순 보다 킬러 길복순을 더 보고 싶은데
길복순,넷플릭스 길복순 공개일 후기 평점 리뷰 웹툰 원작 아쉬운 점 단점 모음집 한국 액션의 고착현상
길복순,행선씨사람도 죽여
길복순,좋은 재료로 만든 잡탕밥 
길복순,존윅 건들지마라
길복순,구태의연하다 전도연의 액션물 도전이란 것 이상의 의미는 찾기 힘들다
길복순,집복순 혹은 일복순
길복순,비주얼리스트로서의 변성현 감독은 인정
길복순,수틀리지 않은 선택을 위해 세는 능수능란한 경우의 수
길복순,재미없지는 않았지만 서사가 부족해 아쉬움 파트도 나올까
길복순,산해진미로 비빔밥을 한건 맞긴한데 역시 재료빨이 좋구나
길복순,이 시간에 킬 빌을 한 번 더 보자
길복순,클리셰 가득한 한국식 액션 영화 년도 초반에 나왔으면 높게 평가했을지도
길복순,나는 사마귀가 궁금하다
길복순,흔한 재료로 특별하게 조리했지만 영 살아나지 않는 감칠맛
길복순,겉멋 잔뜩 들어간 수준 낮은 액션에 스토리까지 유치하다
길복순,그럼에도 불구하고 네가 내 딸이라는 것
길복순,
길복순,이도 저도 아닌 맛 한 호흡에 다 보기 지루할 정도 어디선가 본 느낌의 장면들이 얼기설기
길복순,차린 게 생각보다 많지만 적당히 먹을게요
길복순,다른건 뭐 그러려니 하는데 교복에 레즈는 좀 그렇네요
길복순,늘어지는 스토리 긴장감없는 액션 전도연의 붕뜬 연기
길복순,기대를 너무 많이했나 스토리는 별거없고 액션신도 감각적으로 보일려는 시도만함 배우가 아깝다
길복순,길복순존 윅 크로스오버 존버합니다
길복순,재미있긴 하지만 시간 단편이 아닌 부작 처럼 긴 러닝 타임 동안 서사를 풀어내고 빌드업 하는 과정이 있었다면 더 재밌었을 것 같다 설정 자체는 굉장히 흥미로웠다
댓글부대,임상진 기자는 과연 진실이었을까
댓글부대,진실이 섞인 거짓은 진실이 된다
댓글부대,스토리가 신선하고 박진감있는 전개 정확한 메시지 생각하게하는 결말 끝까지 몰입하고 볼수있었고 네 주연배우들의 연기가 자연스럽고 캐릭터 그 자체로 보였다 거짓이 섞인 진실이
댓글부대,지금부터 하는 이야기는 실화라고 시작했다가 원작소설 댓글부대로 끝나는 구조가 이 영화의 주제이지 않을까
댓글부대,어느 것이 진실이고 어는 것이 가짜였는지 곱씹게 되는 영화
댓글부대,내가 사는 현실은 현실인가
댓글부대,
댓글부대,완전한 진실보다 거짓에 진실을 더 한 것이 더 진실 같을 수 있다 어디까지가 진실일까
댓글부대,거짓이 섞인 진실이 진실보다 더 진실같을 때 우리는 거짓과 진실 무엇을 가려낼 수 있을까
댓글부대,익숙한 배우들의 놀랍도록 생경한 얼굴 그들이 키보드 위에서 만들어 낸 세상으로 끌어들이는 힘이 대단하다
댓글부대,상업영화답지 않게 흘러가는 구성과 편집이 이색적인
댓글부대,무엇이 진실이고 무엇이 거짓인지 구분이 되나요 댓글부대를 보기 전과 후 세상을 보는 관점이 달라집니다 요즘 시대 꼭 많은 사람들이 보길 바람
댓글부대,완전한 진실이라고 정의할 수 있는 것이 존재할까
댓글부대,몰입감 높고 재밌어요 왜 결말이 논란인지 모르겠네요 이거만큼 현실 반영한 확실한 결말은 없을듯
댓글부대,약간 손석구만 보이지만 그래도 살아남는 다른 배우들의 열연 결말은 어쩔 수 없는 이것이 최선이다
댓글부대,생각이 많아지게하는 영화입니다 그리고 다시 관람하면 또 다르게 느껴질 수 있어요
댓글부대,스포일러 포함을 안할 수 없게 만드는 영화
댓글부대,가짜가 섞인 진실이 더 진짜처럼 보인다
댓글부대,탄탄하게 쌓아올린 전개들이 후반 분에 주는 밀도 높은 회오리
댓글부대,속고 속이고 속는 여기에 진실은 있을까 현실 같은 이야기와 배우들의 명연기로 지루하지 않음 이렇게 끝난다고 결말이 의아했지만 곱씹을수록 많은 생각을 하게 하는 영화
댓글부대,배우분들의 연기를 보러갔다가 연기뿐만 아니라 연출에 반해서 나온 영화였습니다
댓글부대,내가 진실이라 믿는 기준이 무엇인가
댓글부대,어디부터가 진실이고 어디까지가 거짓인가
댓글부대,손석구 김성철 김동휘 홍경의 환상의 케미 조합 기대보다 더 재미있고 연출과 편집도 넘 좋았다 캐릭터들도 매력만점 더욱 흥했으면
댓글부대,심란해짐
댓글부대,주말에 가족들과 편하게 보려고 틀었는데 너무 재미있어서 완젼 몰입해서 봤습니다 추천
댓글부대,어디까지 진실이고 어디까지 거짓이었을까
댓글부대,처음 분 보자마자 앤딩을 알아버림 너무 뻔한 전개
댓글부대,반전과 의도한 결말에 만족 영리한 각색 똘똘한 연출 액팅 앙상블이 좋다 손석구 김동휘 김성철 홍경 이선희 안국진  
댓글부대,
댓글부대,조사를 많이 한 티가 난다 감독의 차기작을 기다리게 만들 정도는 된다고 생각한다라고 썼는데 입봉작이 아니라 성실한 나라의 앨리스 감독님이셨구나 죄송합니다
댓글부대,사실인 듯 거짓인 듯 그러나 있을법한 그리고 아직도 진행되는 진실에 갸까운 영화가 말하고 싶은 것을 알 듯 모를 듯 하다
댓글부대,삼성새끼들이 정말 나쁜새끼들이었다
댓글부대,기대 안 했는데 너무 재밌음
댓글부대,그 누구도 믿을 수 없다
댓글부대,우리 주변 어딘가에선 일어나고 있을지 모르는 이야기를 잘 묘사한 영화 시대를 앞서간다는 생각도 들지만 처음으로 내발로 차 관람을 위하 영화관으로 향하게 만든 영화
댓글부대,한국이라는 나라의 정치적 경제적 수준을 보여주는 영화 가진자가 더 하고 힘 있는 자에게는 상식이 통하지 않는 나라
댓글부대,생각이 바뀌는 것도 한순간이네
댓글부대,번 보는 것이 의미있는 영화 흥미로운 각각의 에피소드와 매력있는 캐릭터
댓글부대,광우병 촛불집회 부터 모 대기업 관련 실화를 바탕으로 제작한 영화 댓글부대 마지막 열린 결말이 좀 아쉽긴 했지만 손석구 김성철 김동휘 홍경의 연기 모두 좋았다
댓글부대,관객에게 애매하게 와닿은 뭉툭한 교훈의 외침
댓글부대,매불쇼 안국진 감독보고 오늘 봤어요 기대이상 강추 분명 입소문 날것
댓글부대,이걸 안봤다구 헐 안타깝다
댓글부대,거짓이 섞인 진실이 더 진짜같다 무엇이 사실이고 무엇이 거짓인지 많은 생각이 들게하는 영화였습니다 무엇이 진실일까요 지금 이순간에도 댓글부대가 어디선가 활동하고 있진 않을까
댓글부대,오랜만에 탄이 나왔으면 좋겠다고 생각이드는 영화다 댓글부대 기대해본다
댓글부대,실화라고 처음에 소개되는데소설원작 영화진짜 실화인지 진짜 궁금하다바이럴 마케팅이 더 심해질 듯
댓글부대,거짓이 섞이 진실이 더욱 진실 같다 우리가 판다의 귀여움의 홀려 있을 때 뒤에서는 이런 일이 벌어지고 있었다니
댓글부대,거하게 판만 벌려놓고 김빠진 사이다만 주네 
댓글부대,독특한 화법과 강렬한 실화가 주는 강렬함
댓글부대,거짓과 진실 사이에서 잃어버린 방향
바비,여자아이들에게 인형 바비가 있다면 여자어른들에게는 영화 바비가 있다 내 마음 속에 찐한 핑크빛 한 획을 그어준 영화
바비,노골적으로 던진 메시지들을 수용할지 외면할지는 이제 개인의 선택
바비,정치적이고 뻔한 훈계 위에 포장된 병맛 코미디와 뮤지컬 상업 주의와 작가 주의의 기이한 동거가 낳은 괴작 바비는 다른 누군가의 대리 만족이 아닌 그냥 바비로 살면 안되나
바비,불편했다면 돌직구 제대로 맞은 게 아닐까 시원하면서도 답답하게 잘 봤다
바비,허용된 내가 아닌 진짜 나를 찾아서
바비,이다지도 친절하고 적나라하지만 아름답게 사회를 후벼판 영화가 있을까
바비,바뀌지 않을 것 같은 현실에 좌절하기 보다 내가 먼저 바뀌어 현실을 뒤바꾼다면
바비,마고로비에게 매달리는 영화 그 이상은 절대아니고 더 이하는 충분히 가능하다 마고로비 미모를 봐서점 준다
바비,페미니즘과 휴머니즘까지 알차게 챙긴 그레타 거윅의 아기자기한 인간 찬가 동화책
바비,나는 나라는 사실만으로도 온전하다
바비,그레타 거윅이 잘했던 주제로 다층적이고 다채롭던 모습은 사라지고 얄팍하고 노골적이다
바비,그레타 거윅의 작품으로 시작했다가 워너의 입김인지 마텔사의 입김인지 모를 기운이 퍼지는데 그 기운이 매력적이지 않다
바비, 허용된 세상에서 비로소 깨달은 나의 삶 나는 그냥 켄이었고 너는 그냥 바비였구나
바비,비현실에서 현실을 이야기하며 껍데기를 벗기기
바비,그냥 간단히 보러갔는데 후반부는 눈물이 나오고 페미니즘영화인데 페미니즘스럽지 않다
바비,재미는 그닥 마고로비  라이언고슬링 입덕영화
바비,이것은 페미니즘 영화다
바비,완벽한 바비가 아니더라도 이미 존재 그 자체로 충분하다
바비,바비를 아는 모든 여자에게 그리고 남자에게도
바비,모든 바비는 나답게 켄도
바비,그레타거윅 감독님 영화는 항상 챙겨볼거같네요 좋은 영화 만들어주셔서 감사합니다 
바비,뇌가 빠져나갈 거 같아
바비,바비는 뭐든 될 수 있어
바비,신랄하게 후비고 비꼬고 쏘아대지만 결국엔 너를 당연하게 여겨서 미안해 너는 너고 나는 나야
바비,신선한 소재로 써내려간 평면적인 여성서사
바비,화끈하게 쏟아낸 후 친절하게 함께 주워 담자고 손 내미는 어처구니없는 조화
바비,영화를 보고 나면 알 수 없는 인류애가 뜰끓는다
바비,
바비,전하는 메시지들이 인상적임
바비,기대가 너무 커서 그런지 뒤로 갈수록 내용이 굳이 넣어야 하는 부분인지 의문
바비,하려는 이야기가 의미있었던만큼 비례해서 만듦새가 더 아쉬웠다 그래도 그레타 거윅인데 당황스럽네
바비,바비세계
바비,눈이 무척이나 즐거웠던 영화 색감과 세트 보는 맛이 최고였다
바비,마고로비 바비 그 자체 전해주려는 메세지가 많아서 머리 나쁘면 다소 힘들다
바비,우리가 살고 있는 이 현실 세계의 진통을 조금이라도 느끼고 아는 사람과 보길 추천
바비,뭐야 재밌잖아 가끔은 눈 앞을 가린 막을 한꺼풀 벗기고 현실을 마주할 필요가 있다
바비,이제봤는데 재밌네  토이스토리  애스터로이드 시티 느낌의 분위기인데 페미니즘의 성격을 띄고 있는것 같지만 중심주제는 성별과 관계없이 주체성 확립에 대한 이야기로 느껴졌다
바비,가부장제란 단어가 이렇게많이 나오는영화는 처음 아메리카페레라의 긴 독백장면은 언제 봐도 좋을듯
바비,마고로비가 직접 페미니즘에 대해 연설을 하는 게 더 효율적이라고 느껴진다
바비,바비가 뭐든 할수 있다고 하지만 사실은 바비의 세계에서만 그렇다그런 세계가 리얼월드이길 바란다
바비,이미 우리가 살고 있는 현실을 그대로 보여 주는데 불편하다면 이유가 있지 않을까 본인 직장에서 여성 임원 흔히 볼 수 있는가 아니라면 그게 바로 바비가 말하는 현실이다
바비,세상의 모든 바비들을 위하여 켄은 그냥 켄이야
바비,너무 극단적인 상황 표현이 오히려 불편함을 만들었다 전하고 싶은 말이 무엇인지 명확하게 알겠지만 더 편하고 재미있게 표현할 수 있는 방법이 있었을텐데 아쉬움이 많았던 영화다
바비,매우 온건한 페미니즘 영화 아주 시원하게 웃으면서 봐도 된다 그게 좋다
바비,의미를 만들어 가는 사람이고 싶어요
바비,여성에 대한 편견을 본다
바비,서로를 당연하게 여기지 말 것 나는 나고 너는 너야  세상의 모든 바비 켄 앨런에게
바비,그레타 거윅의 장점이 사라진 후반부이지만 영화의 전반적인 컨셉은 칭찬받아 마땅하다
바비,고급진 메타포와 그렇지 못한 직관적인 대사
바비,스스로 영화 바깥에 영향력을 미치기를 원하고 추구하며 그 목표에 성공하는
비공식작전,중동배경 누군가를 구해서 돌아와야 하는 임무 시대상 기존 작품들이 생각날 수밖에 없는 플롯이지만 크게 지루하지 않다
비공식작전,기억에 뽝 남는건 없지만 그렇다고 시간이 아까운건 아닙니다 생각보다 에 어울리는 영화는 아닌거 같고 마냥 어둡지않고 개그코드가 꽤 있어서 좋았습니다
비공식작전,비공식작전 짧은 시사회 후기
비공식작전,교섭보다는 좋았으나 스토리가 좀 빈약한
비공식작전,리뷰대로 베이스는 모가디슈 그위에 토핑은 교섭 느낌 하지만 두 배우의 케미는 너무 좋았다
비공식작전, 배우 무대인사 상영회 년대 배경이 잘 드러났다고 생각하고 간간히 나오는 코믹요소가 제 취향이어서 개봉하면 또 보러갈 것입니다
비공식작전,꼬꼬무였는데 성룡 코믹 액션영화였다가 분노의 질주까지 했던 가볍고 재밌게 볼 수 있는 여름 영화
비공식작전,교섭보다는 구해야하는 당위성이 높고 모가디슈만큼이나 오락 액션에 집중한다 같은 배급사 작품인 택시운전사의 그 무지막지한 카체이싱이 생각나기도 했다
비공식작전,재밌는데 흥행 못한 거 슬픔
비공식작전,예전부터 그러하듯 하정우주지훈표 남남케미 커플의 액션 코미디 영화였어요해외 로케이션과 온몸으로 표현한 연기가 어려웠을 법해요심각한 연기도 유머러스한 하정우주지훈 화이팅
비공식작전,김성훈 감독의 착한맛 영화 끝까지 간다 같은 영화를 기대하면 실망할 수 있다
비공식작전,솔직히 최근 비슷한 소재로 나온 영화 중에 제일 재밌게 봤음
비공식작전,실화를 억지로 꾸며내지 않고 선을 지키며 꾸려간다 교섭이 비교 대상으로 생각나지 않을 수 없는데 교섭에 비해 인물에 왜 라는 것이 선명히 드러나 사람 냄새가 나는 영화다
비공식작전,전반적으로 단조롭고 전형적이지만 주특기를 충분히 발휘한다
