Title,Review
임영웅아임 히어로 더 스타디움,라이브 완전 대박 흔들림없는 라이브에 어마어마한 스케일이 흥분과 감동 기대감을 줌 다음공연이 기다려집니다
임영웅아임 히어로 더 스타디움,오감만족 입니다 콘서트에 직접간 그 느낌 그대로 년간 차별화된 콘서틀 만들어가는 아티스트와 제작팀의 제작 과정과 고뇌가 잘 나타나 있어 더욱 감동입니다
임영웅아임 히어로 더 스타디움,임영웅의 영웅시대를 사랑하는 마음이 고스란히 느껴지는 영화내요 콘서트가 또 기대되네요
임영웅아임 히어로 더 스타디움,손짓하나 몸가짐에서 그의 따뜻한 성품과 삶을 살아가는 올바름이 느껴진다 노래는 물론 최고이고 이렇게 멋진 가수를 만난 우리는 최고의 행운아임이 틀림없다
임영웅아임 히어로 더 스타디움,임영웅가수에 한계없는 도전 너무 멋찌고 재미있었어요
임영웅아임 히어로 더 스타디움,아임히어로더스타디움 상암경기장 만 영웅시대와 임영웅이 함께한 콘서트를 현장에서 보는 듯한 실감나는 넓고 크고 현장감 있는 생생한 느낌 다시 한번 느끼고 왔어요 넘넘 좋아요
임영웅아임 히어로 더 스타디움,임영웅 언제나 빛나는 별
임영웅아임 히어로 더 스타디움,다시보고싶은영화 최고의 무대
파묘,감독의 오컬트 부작 중 오락성 면에서는 제일 만족도가 높음 개인적으로 흥미로운 주제라 초반에는 몰입이 좋았지만 후반부의 늘어짐과 험한것의 공포감이 약한것이 아쉬웠음
파묘,하여간 일본놈들 차 첫 관람 때 못봤던 디테일들 발견하고 신났는데 다들 이미 알더라
파묘,기대 이상 한일전은 무조건 이겨야지 
파묘,진짜 배우들의 신들린 연기를 보고 감동받았네요 찐으로 소리지를뻔
파묘,오컬트와 민속학으로 시작해서 역사와 민족까지 거슬러 올라가는 장재현 감독의 담대한 야망과 포부
파묘,영화를 본것같지 않고 괴수 비디오게임 에피소드를 하나 본것같다
파묘,와 보는내내 몰입도가 짱 믿고 보는 배우들 연기 때문이겠죠
파묘,캐릭터들 별루이고 내용도 벌루 그냥저냥 볼만 영화도 아님
파묘,너무 직관적인 이야기 소재와 컨셉까진 좋았지만 중반부부터 실망감을 감출 수 없다
파묘,종교 우주 무속과 풍수는 뚜렷한 실체가 없는데도 사람들이 이유 모를 믿음을 갖고 있기에 그 생명력을 유지한다 그런 점에서 오컬트의 매력을 상실케하는 실체의 등장은 아쉽다
파묘,한국이니까 가능했던 반전과 스토리
파묘,실체가 안보일 때 까지는 참 좋았는데
파묘,엄청난 오컬트 세계관 보는내내 스토리와 연기에 소름
파묘,무를 보려고 묏자리를 파헤쳤더니 생각지도 원치도 않았던 무가 딸려 나온 건에 대하여
파묘,오컬트로 엉성히 덮어둔 항일영화 아쉬운 시나리오를 훈수적으로 넘겨보려는 비겁한 연출 이제 오컬트는 그만 놔줬으면 한다
파묘,감독의 뚝심이 빛을 발하는 영화이다 이런 다양한 영화를 원했다 짜임새도 좋고 연출 시각효과 연기 뭐하나 아쉬울게 없었던 상업오락영화의 진수 초강력추천한다
파묘,공교롭게 삼일절에 보고선 상영관에 불 켜진 뒤 대한독립만세 외칠 뻔
파묘,개인적으로 마지막까지 몰입감 있게 봤음 영상적 묘사나 표현이나 음향 배우님들 연기는 두말할것도 없었고 그저 갓했다
파묘,취재와 경험 상상이 만난 촘촘한 서사 뜻밖의 한일전 카타르시스
파묘,전반부 곡성 후반부 고스트 버스터즈
파묘,파내고 파내 장르의 척추를 끊어버림에도 영화 전체에 가득 배인 누린내
파묘,김진명의 황태자비납치사건 조정래의 아리랑이 버무려진거 같은 한국만 만들 수 있는 오컬트
파묘,젖은 나무에서 활활 타오르는 쇳덩이의 야망이 느껴진다 장재현 감독의 야망은 또 한번 증명됐다
파묘,오컬트 영화 제 기준 탑입니다 와 김고은 배우 연기에 감탄했어요 굿하는 장면에서 소름돋고 눈물이 차오를 만큼 연기에 감동받았어요 몰입감 최고였어요
파묘,그냥 이장이 아니었다 단순 파묘가 아닌 일제 만행을 파내어 버리는
파묘,변형 괴수물로서의 오컬트 비빔밥
파묘,오컬트에  준 적은 없었다 스릴러 액션 코믹 재미 스토리 짜임새의 발란스가 참 잘 버무러진 영화 또 보고 싶음 혹시 놓친 게 있을까봐 오싹함을 참고 다시 봐야지
파묘,오컬트 작품들 중 가히 수작이라 할만한
파묘,무속인이라는 신선한 소재와 긴장감 넘치는 전개
파묘,전반은 풍수 장묘 무속 등 토속적 오컬트 소재를 배합해 나가다가 장점은 다 묻어버리고 후반 도깨비가 된 일본 쇠말뚝 귀신으로 슬래셔 괴수물 노선 변경 후 급마무리 한다
파묘,영화 속 그들도 관객들도 정말로 처음 보는 것이 나왔다
파묘,파묘는 오해를 받고 있다 영화를 응원하는 쪽과 영화를 비판하는 쪽 모두에게
파묘,배우들 연기는 물론 좋았고 너무 무서워서 시간을 어떻게 버텼는지 모를 정도 심장이 너무 쿵쾅쿵쾅
파묘,연기맛집 분이 순식간에 지나버렸어요
파묘,출발은 창대하나 도착은 미미하다
파묘,김고은의 굿에 내 혼도 뺏길 뻔
파묘,직관적인 오컬트 한국의 장묘 문화와 미신 등을 잘 섞어 맛깔나는 퇴마극으로 탄생시킴 상당히 직관적인 퇴마물이라 곡성이나 사바하 보단 더 오락적인 느낌도 강했음 재밌
파묘,시리즈로 만들법한 한국형 오컬트
파묘,오컬트의 새로운 역사를 쓴
파묘,한국의 혼을 담은 오컬트 영화 그냥 봐도 재미있지만 깊이 살펴보면 더 큰 메시지를 나눌 수 있습니다
파묘,게으른 네셔널리즘
파묘,나도 작품에 대해서만 평가하고 싶은데 아니 이도현이 자꾸 꼬시더라니까요
파묘,이 영화에서 가장 무서운 것은 배우들의 연기력
파묘,오컬트의 의미있고 인상깊은 한국화
파묘,무당이 치성드리러 산타는게 아니라 굿할 체력 기르러 다니는걸수도 있겠단 생각을 처음 해봄 김고은 굿판 굿
파묘,오컬트물이라기 보단 괴수물 괴수를 상대하기 위해 열심히 설명해준 규칙들은    한마디에 물거품이 되고 자기들끼리만 아는 법칙들로 얼렁뚱땅 해결해버린다
파묘,어느시점까지 굉장히 탄탄하다고 생각했는데 맥이탁풀리는 그 순간 너무기대를했나보다
파묘,장르들 사이에서
파묘,물은 불을 이기고 젖은 나무는 쇠보다 질기다
파묘,갈수록 고개가 갸우뚱 
건국전쟁,다큐멘터리임에도 전혀 지루하거나 하지않아서 아주 재미있게 봤고 감동도 있어서 무척 좋았습니다 학생이거나 나이가 젊은 분들이 많이 보시면 좋겠습니다 강추합니다
건국전쟁,다른 시각을 가진 영화 균형잡힌 역사인식을 가지기 위해 꼭 보아야 하는 영화
건국전쟁,이작품은 꼭봐야 합니다 역사가 얼마나 선동적으로 조작되어 왔는지를 정확하게 보여 줍니다 지금과도 상황이 너무 유사해서 놀랍습니다
건국전쟁,역사를 잊은 민족에게는 미래가 없다 이승만을 친일자라 독재자라 살인자라 매도하는 우리에게는 더더욱
건국전쟁,한마디로 레드필 북한과 전교조가 왜 지금도 이승만과 싸우는지 알 수 있는 영화 조직적으로 교과서에서 빼버린 엄청난 실화 대한민국 국민이라면 반드시 알아야 할 역사적 펙트
건국전쟁,이승만 대통령이 있었기에 지금 우리나라가 이렇게 잘 사는 나라가 되었다는 것을 알게 되었다
건국전쟁,학교에서 알려주지 않은 진짜 역사를 이제야 알았어요 잘못된 교육의 무서움을 알았고 지금도 잘못된 교육이 이어진다는 사실이 더 무섭네요 초대 대통령에게 너무 죄송하고 부끄러워요
건국전쟁,악플로 도배되는 것이 안타깝습니다 거의 보지도 않고 아마 국뽕이니 이럴것 입니다 정말 명작입니다 일생 다큐보고 감동과 눈물 흘려보기는 처음인것 같습니다 꼭 보세요 
건국전쟁,대한민국 국민이라면 꼭 봐야될 영화
건국전쟁,너무 감동적이고 우리가 몰랐던 것을 바로 알게 해 주셔서 감사합니다
건국전쟁,우아한척 하는 거짓이 드러나는 시간 지금까지 전교조 및 문화영역의 좌편형에 휘둘려서 살아논 시간들이 너무 아프다 조금만 객곽적이고 합리적으로 생각했으면 여기까지 안왔을 텐데
건국전쟁,세상에 나오지 말아야 할 영화
건국전쟁,대한민국 국민이라면 반드시 봐야 할 영화 영화 끝나고 자연스럽게 박수가 터져나옴 우리가 좌익의 세뇌공작에 어떻게 당해 왔는지 깨달을 수 있음 욕하더라도 일단 보고 말하길 추천
건국전쟁,교육자선각자지도자 이승만의 못 보던 모습을 바라볼 수 있게 만든 진짜 다큐영화
건국전쟁,국부 이승만 대통령에게 씌워놓았던 거짓의 굴레를 벗어던지게 해주는 다큐멘터리 감사합니다
건국전쟁,왜 역사적 사실의 왜곡이 이다지도 오랫동안 방치되었던 것일까 우리는 돌아보아 그 이유를 생각해보아야 한다 그 원인들에 대한 정확한 답변들을 찾아야 한다 제작자에 무한 감사를
건국전쟁,이런 건국대통령이 있다는것에 감사
건국전쟁,전교조와 좌파들이 왜곡 시켰던 그동안의 대한 민국 건국역사를 바로 잡아 주는 영화다 꼭 보세요
건국전쟁,너무 감사한 영화 건국 대통령을 잊었음에 너무 죄송했던 영화
건국전쟁,종북 주사파에 의해 왜곡되었던 국부 이승만 대통령을 깊이있게 재조명한 팩트를 다루어서 눈물나게 감격스러웠고 동시에 그동안 나라의 은인을 악인으로 둔갑시킨 좌파들에 더욱 분노한다
건국전쟁,해방 이후의 근대사에 새로운사실을 알게 되었고 역사교육과 왜곡이 얼마나 심각한지 생각하게 되었습니다
건국전쟁,잘못된 틀린역사를 바로잡아 주는 영화입니다 꼭 시청하세요
건국전쟁,학교에서 가르친 이승만 대통령에 대한 교육은 완전 날조된 것이었음을 알았다 지금 대한민국에서 자유와 번영을 누리는 것은 독립운동가 반공주의자 자유민주주의자 이승만 대통령 덕분이다
건국전쟁,북조선에 속한 남파 간첩 좌익 세작들이 엄청 싫어할 사실 기반의 다큐 이승만 대통령에 대한 감사와 왜곡하여 선동한 자들한테 분노가 생기게 하는 다큐이다
건국전쟁,생각보다 더 재미있고 감동적 강추영화
건국전쟁,저는 다시 보고싶을만큼 좋앗습니다 이승만대통령님이 계셧기에 자유를 누리며 사는구나 감사함을 느끼며 대한민국 모든분들이 다 보셧으면 합니다 이승만대통령 만세
건국전쟁,이승만 건국 대통령님 역사적인 진실음 이제 서야 알았네요감동적인 다큐 감사 합니다
건국전쟁,전국민이 봐야하는 영화 그동안 속아왔다 누구에게 역사를 그르치는 자들은 누구였는가 건국역사를 제대로 알 수있는 귀한기회를 놓치지마시라
건국전쟁,이승만대통령이 없었다면 지금의 대한민국이 존재할까얼마나 다행인지감사합니다
건국전쟁,개인적으로 대한민국 근현대사를 깊게 믿지 않는다
건국전쟁,역사가 없는 나라는 없습니다 이승만대통령이 먼 미래를 내다보며 건국하고 지킨 이 대한민국 다음 세대들에게 왜곡된 사실이 아닌 진실로 물려주기위해 노력하겠습니다
건국전쟁,진정 나라와 국민을 생각한 국부
건국전쟁,한 인물을 평가할 때는 업적만큼이나 과오도 인정해야 한다 이런 내로남불 소인배의 시선은 국부이승만 님을 더욱 하찮게 만들 뿐
건국전쟁,북한의 이승만 괴뢰 정권타도와 결을 같이한 남한의 좌파들에 의해 조직적으로 악마화된 이승만 건국대통령에 대한 감사함을 알게 해준 영화입니다 자유대한민국 국민이라면 꼭 봐야할
건국전쟁,좌파들의 의도적인 역사 왜곡 속에 철저히 가려져 왔던 이승만 국부외 위대한 대한민국 건국사를 제대로 알 수 있는 너무 좋은 영화였어요
건국전쟁,살 아들 데리고 다녀왔어요 역사를 제대로 배워야 할 것 같아서요 커서 스스로 공부해보니 고등학교 시절 국사 선생들이 얼마나 거짓되게 현대사를 가르쳤는지 알게 되었거든요
건국전쟁,꼭 봐야할 영화 좌파들에 의해 장악되어 왜곡된 이승만 대통령에 대하여 정확하게 평가한 영화
건국전쟁,학교에서 배우지 못했던 근현대사 자녀들에게도 꼭 보여주세요
건국전쟁,댓글은 보니 지금 본인들이 누리는 자유의 시작은 부정하고 한 인물의 과만을 보는데 이승만대통령이 만든 자유라는 공도 인정해야한다 그것조차 안한다는것은 불꺼진 북한을 가고싶은거
건국전쟁,좀 봐라 안 보고 욕하는 사람은 이 땅에서 살 자격이 없다
건국전쟁,이승만지우기이승만죽이기는 북한의 작품입니다 자유민주대한민국을 건국했고소련과 중공을 등에 업은 북한의 침공 전쟁에 승리해서 공산화를 막아낸 건국대통령 이것이 팩트입니다
건국전쟁,역사적 사실을 토대로 잘 만들었고 두번보고 싶습니다  주변에다가도 많이 소개하고 있습니다 이번을 계기로 역사적인 사실들이 많이 알려지면 하네요 
건국전쟁,제가 배운 이승만 대통령과 다른 부분이 많아서 놀랐네요 사실에 근거한 다큐라 자료를 찾아보니 제가 잘못 알고있는 내용도 많네요 역사에대해 건국대통령에 대해 다시한번 공부하는 시간이
건국전쟁,혼자 봤는데 주체할수 없는 폭풍감동과 미안함으로 보는 내내 눈물을 흘렸다  자유 대한민국의 건국대통령에 대해 우리 국민들은 과연 얼마나 제대로 알고 인정해온 것일까
건국전쟁,이승만 건국대통령과 자유민주주의 대한민국 건국 세대 여러분들의 희생과 헌신에 경의를 표합니다
건국전쟁,학살자 이승만
건국전쟁,모든 국민이 봤으면 합니다 지금까지의 역사는 왜곡이 너무 심했다는걸 알게 되었습니다
건국전쟁,평생 나라의 독립을 위해 헌신한 건국 대통령 세의 나이에 의 압도적 득표로 김구를 누르고 초대 대통령이 된 이승만 그의 진정한 업적을 분의 이라도 알려면
건국전쟁,전국민이 봐야할 영화 이승만김일성의 두 길을 걸어간 남과 북의 지난 여년을 결산하는 다큐영화 새로운 년 앞에 우리의 선택은 슬프다 김구와 김대중의 반민주의 길
건국전쟁,눈가리고 귀막고 믿고싶은대로 믿으며 자신의 이데올로기속에 빠져 살았던 과거에서 밖으로 나오게 하는 영화였습니다 이 모든 기록과 자료를 수집하여 진실을 보게 해주셔서 감사합니다
헤어질 결심,잠겨 죽어도 좋으니 너는 물처럼 내게 밀려오라
헤어질 결심,죽을만큼 사랑했음을 죽음으로 증명하기
헤어질 결심,모순과 중의로 일궈낸 마침내 완성된 박찬욱의 세계
헤어질 결심,마침내 미완성으로 완성해버린 사랑
헤어질 결심,사랑의 무서움을 보여준 작품
헤어질 결심,영화 헤어질 결심 리뷰
헤어질 결심,한낱 호르몬의 장난일뿐이라고 생각했는데 그로인해 사람을 죽일수도 살릴수도 있다는 것이 무섭고도 슬프다
헤어질 결심,정동의 판도라 상자
헤어질 결심,사람들의 추천으로 이 작품을 봤지만 실망했다 난 이 캐릭터들의 감정을 공감할 수 없었다
헤어질 결심,가장 박찬욱스러운 품격있고 우아한 궁서체의 사랑
헤어질 결심,가질 수 없다면 차라리 영원한 미결로 그의 가슴 속에 자리하리라
헤어질 결심,바닷물에 빠진 것은 서래인가 해준인가
헤어질 결심,뺨을 철썩 후려 갈겨 맞아버렸다 붕괴된 사랑은 모래에 잠식됐다 마침내
헤어질 결심,박찬욱 영화답게 때깔은 좋았는데 대단한 거 보여줄 것처럼 해놓고는 뒤로 갈수록 별 거 없이 밍밍했다
헤어질 결심,영화는 끝이 났는데 서래를 찾는 해준의 절규가 나를 쪼차오자나
헤어질 결심,이야기의 끝에 도달하고 나서도 안개 속에서 빠져나오지 못하게 만드는 여운에 휩쓸려 영화와 헤어질 결심을 하지 못하다
헤어질 결심,박찬욱감독님 정말배운변태입니다
헤어질 결심,싸늘하다 초밥에서 핫도그로 내가 그러케 나쁨미까
헤어질 결심,안개에 잠식되고 깊은 바닷속에 사무쳐도 사랑을 택할테니
헤어질 결심,모호하기에 분명하고 미결이기에 영원할 사랑을 섬세하게 응시한다
헤어질 결심,잔혹함의 다이얼을 낮추고 이창의 눈으로 고소 공포증이 있는 그래서 나는 결백하다는 인물의 감정을 고백한다
헤어질 결심,헤어질 결심
헤어질 결심,결심만 하다가 세월 다 지나가겠다
헤어질 결심,매일매일 하지만 단 한번도 그 누구와도 성공 하지 못한 헤어질결심
헤어질 결심, 불륜이란 소재를 불쾌하지 않게 표현한다
헤어질 결심,너와 만나기 위해 난 헤어질 결심을 했다
헤어질 결심,불륜이라는 틀 안에있는 처절한 팅웨이의 짝사랑
헤어질 결심,해준이 파도가 몰아치는 바다에서 서래를 찾아 부르짖는다 마침내
헤어질 결심,보고 나서 바로 다시한번 보고 싶어지는 영화는 오랜만
헤어질 결심,처음엔 뭐지 하다가 가면 갈 수록 빠져든다 그리고 처음부터 박찬욱 감독의 스타일이 묻어 있는 작품
헤어질 결심,박찬욱의 무진기행
헤어질 결심,완벽합니다
헤어질 결심,아름다운 미장센 속 헤어질 결심과 지속되는 사랑
헤어질 결심,이런 영화가 있어 좋다
헤어질 결심,미결에서 완결로 현대판 버티고
헤어질 결심,내가 그렇게 나쁩니까
헤어질 결심,사랑스러운데 사랑한다고 말하고 싶은데 그렇지 못할 때의 씁쓸함
헤어질 결심,너무완벽한영화였다 내취향저격이다
헤어질 결심,헤어질 결심이 불러오는 모순적이지만 끝없는 사랑 우리 모두 헤어질 결심을 하고 실패한 경험이 있지 않은가
헤어질 결심,미완에서 영원으로 죽어서까지 그리워하게하다 마침내
헤어질 결심,이렇게 끝내야 작품성을 인정받을 수 있다는 어떤 강박이 느껴졌음
헤어질 결심,어려운데 끝까지 다좠다
헤어질 결심,사랑이라는 말 없이 사랑을 표현한다 그게 이 영화의 장점이라고 생각한다 서래는 해준의 미결 사건으로 남기 위해 바닷가에 잠기는 영원한 붕괴를 선택했다
헤어질 결심,어떤 영화는 파도처럼 몰아치지만 어떤 영화는 잉크처럼 잔잔히 번지기도 하지요 이건 잉크같은 영화같다
헤어질 결심,그럼 그게 사랑이 돼
헤어질 결심,나는 완전히 붕괴됐어요 어떻게 이런 대사를 쓸 수 있을까 정서경 작가와 박감독님의 조합은 정말 최강이다
헤어질 결심,나는 완전히 붕괴 됐어요
헤어질 결심,내용도 재밌고 영상미가 뛰어납니다
헤어질 결심,마지막 모래에 뭍히는 서래의 모습이 잊혀지질않는다
헤어질 결심, 고품격 단정함 꼿꼿함을 마침내 멜로라는 장르 안에서 웰메이드로 완성한 퍼펙트 영화  박찬욱 세계와 헤어질 결심을 못 하게 만든다  
서울의 봄,다시는 반복되지 않아야 할 역사
서울의 봄,결말을 알고봐도 몰입감이 장난아님 보고나면 짜증이 날지경 연기가 살벌하다
서울의 봄,차라리 각색되었으니 그에게 총을 쏘고 암전되는 엔딩도 좋지 아니한가
서울의 봄,그시대의 상황들이 너무 답답하고 갑갑하게 느껴지던 지금도 자기들 이익만을 쫒고 있겟지만
서울의 봄,중간중간 피어나는 희망들이 결국엔 무참히 꺾여버릴 것임을 다 알고 있기에 속이 비틀린다
서울의 봄,저혈압엔 약도 없다던데 여기 만병통치약이 있었네
서울의 봄,팩트와 픽션의 경계가 모호한 드라마 제공화국의 완전한 하위호환 하나회도 육본도 바보들이 아니었다
서울의 봄,역사가 스포라서 결말을 알면서도 실패하길 바랬고 결국 성공한 쿠테타에 빡침을 느꼈다
서울의 봄,초에 한번씩 한숨쉬게 되고 초에 한번씩 이마짚게 됨 저혈압으로 고생하시는 분들 필수 관람 영화 곳곳에서 탄식과 가끔 욕이 터져 나오고 스크린에 뻐큐날릴뻔했음
서울의 봄,아 결말을 알고 보는 역사란보는 내내 혈압이 오르고 배우들의 연기력은 분노를 두배로 차오르게 만든다 그 시대를 살아갔던 사람들과 민주주의에 대해 다시 생각하게한 영화
서울의 봄,서울의 봄을 바란 이들에게 찾아 온 길고 긴 서울의 밤
서울의 봄,영화의 신은 가명을 사용했지만 막판에는 그 날의 군상을 시원하게 다 까발린다
서울의 봄,추악한 역사에서도 우리는 배운다
서울의 봄,역사 속 이다지도 짧은 봄은 그만 반복되길 황정민의 눈빛이 안잊혀질 정도로 정말 무섭게 연기한다
서울의 봄,배우들이 연기를 잘해서 더 힘들었던 영화 화나는데 슬픈 마음이 끝날때까지 지속된다
서울의 봄,한국 역사에 길이길이 남을 영화
서울의 봄,러닝타임이 길고 이미 다 아는 이야기임에도 전혀 지루하지 않게 볼 수 있는 올해 개봉작 중 가장 만족스러웠던 작품
서울의 봄,진짜 이 영화가 판타지이기를 간절히 빌었음 끝에는 다 죽었으면 했다 진짜
서울의 봄,사관의 충동
서울의 봄,결말을 알면서도 기대하게 만드는 점짜리 영화 허탈한 한숨을 부르는 점짜리 역사
서울의 봄,역사가 스포라 결말을 다 알고 보는데도 팽팽한 긴장감의 고삐를 놓을수 없다 역사사건을 다룬 영화는 재미없다는 편견은 개나줘버려야한다는 생각을 갖게한 영화
서울의 봄,분명 재미는 있으나 그것은 연출에 의한 재미가 아닌 실제 역사의 드라마틱함에서 오는 것
서울의 봄,또 다른 무력에 의해 또다시 맞이한 겨울에 느낄 시린 무력감보다 봄이 오기를 바라며 스스로 작은 불씨가 되었던 그들의 뜨거운 마음이 오래도록 기억되기를
서울의 봄,서울의 봄 곱씹어야 할 대상은 전두환이 아니다
서울의 봄,반복되면 안된다 명심해라
서울의 봄,한국 근현대사를 이런 박진감 넘치는 영화로 재현시키다니 숨죽이며 봤던 영화 역사는 씁쓸했지만 영화에는 찬사를
서울의 봄,혁명과 반란은 한끗차이
서울의 봄,혹독한 겨울을 몰고 온 야만의 행적과 무능의 순간들을 올곧은 시선으로 박제하고 심판한다
서울의 봄,본분을 어긴 자들에게 짓밟힌 그 시절의 봄
서울의 봄,이게 어떻게 실화냐
서울의 봄,피로 쓰여진 치욕스런 우리들의 역사
서울의 봄,두시간내내긴장하면서보게된다그에게보여주고싶다
