movie_title,review
버닝,주인공의 행동 자체가 이해가 안된다
버닝,미숙함이라고는 설명하기 힘든 불쾌감
버닝,mdKpBAR / 끈적한 불쾌감과 궁금한 심리
트윈 픽스,현실과 환상이 겹친 스크린에 홀리듯 빠져든다(3.5)
트윈 픽스,스토리 너무 좋다 그런데 감독이 지멋대로 나를 가지고 논다
트윈 픽스,데이빗 보위랑 키퍼 서덜란드 안나와도 좋지만 라라 플린 보일이 나왔어야지
트윈 픽스,로라의 악몽같던 삶
트윈 픽스,뭔 드라마까지 다 봐야 이해되는 영화가 있담ㅜㅜ휴
트윈 픽스,너무너무힘들다... 너무힘들어요 진짜 너무 힘들어요 어떻ㄱ 이렇게 힘들수가 있을지 정말 저 너무 힘들어요 누가좀. 살려줬으면 좋겠어요
트윈 픽스,의식과 무의식을 오가는 비언어적 시각효과의 향연.
트윈 픽스,tv 드라마 팬이라면 ...
트윈 픽스,뭔 소린지... 드라마 봐야겠다
트윈 픽스,.
트윈 픽스,예술적으로 미친다는 것에 대하여
트윈 픽스,셰릴 리의 표정이 화면을 뚫고 전해지는 것 같다. 아직도 미드를 볼 엄두가 나질 않아서 고민하게 된다.
트윈 픽스,Fire walk with me.
트윈 픽스,비범한 이가 펼치는 꿈과 환상의 나래를 살짝 맛보다.
트윈 픽스,tv시리즈의 숨겨진 이야기를 완성하는 프리퀄. 30년만에 젊은 린치를 다시 영접하다. 이런 조합은 다시 볼 수 없을듯
트윈 픽스,"데이빗 린치 감독의 영화는 재개봉했던 <멀홀랜드 드라이브>를 처음으로 보았고, 이번이 두 번째로 접하는 영화다. 린치 특유의 현실과 초현실을 넘나드는 이미지와 연출, 서사는 정..."
트윈 픽스,그 집요함과 세계관의 실험에 대한 고집만은 인정한다.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기대이상의 수작. 일본영화 특유의 감성을 제대로 살렸다. 이런 영화는 영화관에서 혼자 집중력있게 봐야 최고. 봐야겠다고 결심한 영화는 예고편도 안보는게 맞는듯.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기억상실증이라는 멜로영화의 클리셰가 진부하기도 하지만 효과적이기도 해서 꽤 볼만한 멜로 영화로 느껴졌다. 최근 볼만한 한국 멜로영화가 가뭄인 이 시점에서 꽤 괜찮은 선택지라 생각.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너의 매일 아침 시작을 행복하게 해주고 싶어. 익숙한 일본 감성 로맨스 영화.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",망각의 빈 자리에 다정함으로 아로새긴 소년의 선물
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","[오늘 밤, 세계에서 이 사랑이 사라진다 해도] 짧은 관람 후기"
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",울고싶을 때 보기 좋은 영화
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",여주보다 여주친구가 더 돋보인다. 잔잔한 파도처럼 밀려드는 일본 영화의 매력이 잘 드러난다.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",딱 일본 로맨스 그 잡채
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",흔한 한국식 결말과는 다른 흔한 갑작스러운 일본식 결말. 일본식 결말 좋아하는 사람들에게는 추천.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진부하고 뻔하다. 하지만 밝은 하늘 아래에 있는 두 사람을 보면 눈물이 난다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기억은 사라지지 않고 추억으로 남아있었어
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",슌스케 존잘..😖🫣💜 소설 보고 영화보면 재미가 2배!👍
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",오늘 밤 세계에서 이 사랑이 사라진다 해도 후기
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",매번 봐오던 전형적인 일본 로맨스이지만 그 감성에 다시 찾게된다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",특유의 일본감성으로 감동적이고 슬펐던 영화
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","일본 영화 특유의 클리셰가 보이는데, 이전에 봐왔던 여주의 불운과는 다른 방향이라서 당황했다. 당황했다는 건 결국 이 영화가 좋았다는 거다. 어떤 의미로든."
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",확실히 일본이 빌드업 감성 폭풍 연계를 잘하는 것 같다. 오랫만에 울었네
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","킬링타임으로 굳. 남주 잘생겨서 볼 맛남ㅎ 연출, 색감도 이쁨"
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","그냥 딱 니뽄스타일 로맨스. 드라마틱한 설정을 통해서 이끌어내려는 감성이 사실 그리 자연스럽지는 않다. (그럴거면, 지금 만나러갑니다 정도는 되야지) 그런데도 캐릭터는 귀여움."
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기억은 할 수 없어도 가슴엔 남아있어
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",제목만 봐도 일본작품인걸 알겠네ㅋㅋ
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",서정적인 여운을 남기는 일본 로맨스를 원한다면 무조건 볼것. 해당 장르에서 장인이라 할 수 있는 미키 타카히로의 손맛이 눈물샘을 제대로 자극한다.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","착한 사람들만 나와서 현실감이 없지만, 보고나면 나도 착해지고 싶어진다. 누군가에게는 오글오글, 누군가에게는 인생영화"
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",흰 티 입고 잠든 마오리 내려다 볼때 레전드 미모 이거 보고 난 뒤로 나 밋치 생각만 해요.. 좌우맹만 들어요..
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",오늘밤 세계에서 이 사랑이 사라진다해도
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","더도, 덜도 말고 정해진 공식을 따른 일본식 로맨스."
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",연기가 몰입을 방해함
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",일본감성이랑안맞는듯
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",둘 다 너무 예쁘고 귀엽고 불꽃놀이 대사까지 걍 레전드 근데 그게 끝.. 슌스케 누나 분량 빼고 둘 데이트 장면이나 더 넣으라고
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",가볍게 보려고 시작했는데 후반에 토루가 하니씩 지워질때 울고있었다. 인간은 망각의 동물이라지만 애정하는 사람을 기억못하는건 슬픈일이다. 열심히 더 아껴줘야지
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진짜 왜 유치하고 재미가 없지?
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",연기들도 괜찮고 감성적인 부분도 좋았다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",최근에 본 일본영화 중에서 단연 최고
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",감성타고 싶으면 볼만하고 작품을 보자면 이게뭐야싶다 이게뭐야
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기억을 던져 사랑이란 감정을 끌어올린다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","서사 종결을 위한 급전개 급발진 사무치게 안타깝다,, 나 이런 장르 요런 감성에 장벽 진짜 낮은데,, 슬프다 좀만 더 잘 만들어주지 아쉽단 말야"
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",언제나 든든한것만 먹을순없다 가끔 이런 불량식품도 먹어줘야 영화를 더 재밌게 볼 수 있지않을까
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",로맨스영화 중에 젤 좋았어요 관람하면 원작 책 주는 곳에서 관람했는데 소설도 좋고 슬프고 보면서 눈물 흘렸어요ㅠㅠ 너무 슬픕니다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",원작 소설 속 나를 울린 부분을 넣지 않았다
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",조금씩 걸어 올라가는 감성의 계단
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","특유의 잔잔한 일본 로맨스 감성을 잘 그려낸 영화다. 색다른 주제와 의외의 반전 은은하게 스며드는 슬픔까지...허나, 책을 봤다면 약간 아쉬울 듯하다."
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",처음 극장에서 본 일본 로맨스 영화. 그 시절 내가 생각이 난다.
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",슬프지만 이런 소재를 다룬 영화가 많이 나와서 크게 와닿지는 않았다
