movie_title,review
웡카,"팀 버튼의 찰리와 초콜릿 공장이 다크 초콜릿이였다면, 웡카는 화이트 초콜릿."
웡카,차가운 현실 사회에 판타지를 구현하고 공상하면서 일상과 휴머니즘을 잃지 않은 채 소소한 똘끼와 풍자를 이끌어 낸 로알드 달의 웡카에 폴 킹 감독의 특색이 조화된 가족 영화였다.
웡카,"영화속 긍정적인 메세지도 있고, 동화처럼 귀여웠던 작품."
웡카,"밤마다 초콜릿 흠쳐가는 작은 도둑, ‘움파 룸파’ 신 스틸러.한 동안 머릿속에서 움파룸파 둠피티디가 떠나질 않았다. 수능 금지곡 추가요!"
웡카,달콤하다가 때론 쓴맛도 나는 초콜릿 같은 꿈 하나
웡카,살면서 한번쯤 봐도 너무 좋을거 같아요♡ 초콜릿 ㄹㅇ 필수 남주 웡카도 진짜 존잘이네요..순식간에 홀렸어요.. 강추
웡카,티모시 샬라메의 원맨쇼.
웡카,너무 달지 않음
웡카,"가족 뮤지컬로 돌아온 웡카, 매력 넘치는 티모시, 실제 공연으로 나와도 좋을 듯"
웡카,"너무 심심해져버린 스토리와 음악, 유치하게 느껴지기까지한 전개"
웡카,화려한 영상미와 인기있는 배우 뒤에 감춰진 초라한 시나리오
웡카,참으로 순수하고 따뜻한 동화같은 영화
웡카,초콜릿이라는 마법 속으로 / 나에게도 아직 동심이 남아있음을 깨닫게 해준다
웡카,내가 초콜릿 먹은 것 마냥 미소가 절로 나오는 영화 🍫♥️
웡카,기분 전환으로 보기 좋은 영화입니다 마음이 좋아져요
웡카,어른들도 빠져드는 달콤한 영화🍫 볼 때마다 힐링되고 몽글몽글해져서 10회차 관람했어요
웡카,순수하고 노래 좋고 티모시 샬라메 좋고 움파룸파 좋고 마지막에 감동 있고 솔직히 이게 다이다 근데 이게 좋다
웡카,찰리와 초콜릿 공장이 다크초콜릿이라면 웡카는 화이트 초콜릿 티모시 미모와 연기가 달디 달고 스토리는 잃어버린 동심을 찾게 만들어주는 영화
웡카,초콜릿이 가진 달콤쌉싸름한 맛 중에 달콤한 맛만 추출된 기분
웡카,잃어버린 동심을 찾게해준다 티모시는 역시 매력적
웡카,"티모시 샬라메의 아우라, 혹은 설득력"
웡카,오랜만에 영화의 즐거움을 일깨워준 영화. 한창 좋아하는 것에 푹 빠져 살았던 중학생 때의 감정을 다시 느꼈다.
웡카,"#🍫 데우스 엑스 초콜릿이라니, 여러모로 할 말이 없다."
웡카,시청각적 슈가하이
웡카,짜게 식히는 무미건조 짝퉁 웡카 초콜릿(1.5)
웡카,마이 네임 이즈 월리 웡카~ 달콤한 초콜릿은 언제나 옳다!
웡카,나의 소중하고 귀여운 매드 사이언티스트 광기 고양이 웡카가 순수한 낭만 청년창업 소상공인이 되어버렸다 새로운 웡카와 티모시 샬라메는 잘 붙지만 내 웡카 돌려줘요…
웡카,"어린 시절의 향수인지 선입견인지,,, 팀 버튼의 시니컬하면서 기괴한 웡카가 더 매력있었다"
웡카,초콜릿은 결국 나눠 먹어야 제맛인 이유.
웡카,티모시 때문에 보러갔다가 휴그랜트에 반해버렸지 뭐야
웡카,티모시 샬라메가 선보이는 달콤한 마법.
웡카,늙어버린 걸까? 영화에서 나오는 장면들이 다 심드렁하게 느껴졌다. 전작은 그래도 보는 맛이 있었던거 같은데...프리퀄이라 화려함이 떨어져 보인다. 티모시 살라메팬들을 위한 영화.
웡카,눈은 즐겁지만 귀는 즐겁지 못한
웡카,보는내내 초콜릿이 너무 먹고싶어서 침 고였다🤤🍫
웡카,"꿈도, 초콜릿도. 함께 나눌수록 더욱 달콤해지는 법!"
웡카,"웡카 | 초콜릿은 본디 달콤하고, 씁쓸하고, 따뜻한 법"
웡카,마법이 한 스푼 빠져 있는 세계
웡카,"경찰과 종교가 비호하는 거대 기업 카르텔과 꿈 많고 재능 있으며, 함께하는 동료도 있는 청년 사업가의 대결이 유쾌하게 펼쳐진다."
웡카,영상미 만으로도 충분히 볼 가치가 있어요
웡카,"크리스마스때 보기 좋은 재미있는 영화 과도하지 않은 노래타임, 짜임새 있는 스토리"
웡카,이제는 잃어버린 동심을 가득 채워주는 작품. 특히나 ost 너무 좋네요. 내 아들 딸과 보기에 좋은 작품. 설사 자식들이 성인 되었더라도 같이 동심으로 돌아가봐요.
웡카,영화라고 생각이 안 들고 나도 저기 가고 싶다고 생각함.
웡카,여행
웡카,노래가 계속 맴도는 영화 어릴 적 본 찰리와 초콜릿 공장 과는 많이 다른 느낌이였는데 그래도 재미있었고 교훈을 주는 영화 였다
웡카,움파룸파 둠파디디 귓가를 맴도는 노랫소리~! 찰리와 초콜릿공장을 못봐서 조금 아쉽지만 보고만 있어도 행복한 동화이야기
웡카,"초콜릿 챙겨가라는 얘기에 챙겨가서 봤다 ! 넘 재밌게 봤지만, 딱히 기억에 남는 건 없음.. 움파룸파 둠피티디"
웡카,깊이 없는 초콜릿 탕이어도 산뜻하기만 하면 되었다
웡카,티모시가 다 한 영화.
