movie_title,review
원라인,반전의 반전. 참 재미있게 봤어요. 각 인물들의 성격이나 상황도 좋았고 사기가 무엇인지를 엿볼 수 있었어요.
원라인,뻔하지만 재미있는 영화. 주인공의 입체적인 모습에서 많은 생각이 담긴 영화라는 것을 알 수 있었다. 스토리나 연출이나 정말 잘 맞았던 영화. 대배우들 많이 나오는 거 안 비밀.
원라인,개봉시기보다 이후에 입소문으로 빛을 발한 영화 원라인
원라인,"기대안하고 봤는데 끝까지 한 눈 안팔고 보게됨. 권선징악 결말이 좋았고 감동, 스릴 다 잡았다 봄."
원라인,나쁜놈들이 더 나쁜놈을 벌주는데 묘하게 쾌감이 있다ㅋㅋㅋ저들은 어쨌든 반성을 했어...그치만 나빠...
원라인,킬링타임으로 딱 좋은 영화!
원라인,무거운 내용도 있지만 경쾌한 느낌의 영화
원라인,기대 안하고 봤는데 재밌게 봄. 배우들의 연기가 좋았음.
원라인,좀 무거운 스토리도 있는데 나쁘진 않았다
원라인,끝까지 자기 몫은 챙긴 민재의 마이웨이를 응원합니다
원라인,정말 재밌게봤습니다. 지능캐가 어울리는 임시완!
원라인,임시완에게 흥미를 갖게한 작품 재밌게봤다
원라인,"사람들을 가장 윤택한 삶을 살게 해주는 확실한 도구이자, 동시에 헛디디면 악의 구렁텅이로 떨어지게 만드는 썩은 동아줄, 돈. 우리는 이 돈의 굴레에서 조금이라도 편하게 살아보고자 ..."
원라인,"지금도 트위터로 이 영화 제목을 검색하면 무수히 나오는 '알 계정'을 보며, 그 이면의 시스템을 고발하고자 노력한다. 직접 취재를 통해 얻은 내용을 바탕으로 만들어 낸 결과물은 유..."
원라인,모든게 어설프다
원라인,"시완 배우님의 연기 변신이 돋보였던 작품, 맑은 눈의 광인의 시초가 아닐까"
원라인,권선징악+교화 엔딩만 아니었더라도
원라인,intersting
원라인,"잘만든 오락영화라고생각함 재밌으니까,, 의외로 모르는 사람이 많아서 가볍게 볼 영화 추천해달라면 자주 말하는 영화임. 임시완 또라이 연기는 여기서가 시작인듯 이걸 봐야함"
원라인,面白かった
원라인,참신함으로 포장된 익숙한 맛.
원라인,기대 안하고 봤는데 시간가는 줄 몰랐다. 킬링타임용으로 좋아요!
원라인,대출사기라는게 왜 벌어지고 어떻게 피해를주는지 잘 알려준 영화 팝콘무비같이 봄
원라인,😁
원라인,재밌게 봤습니다.
원라인,잘 만든 밍밍한 영화
원라인,영화 02
원라인,신선한 범죄오락을 바라는데 계속 자가복제만 한다. 흥미로운 소재만 날려먹음.
원라인,임시완 배우님의 연기는 이제 믿고 보는 것같다
원라인,조금 어색해지만 끝까지 힘있게 나아간다
원라인,박병은이 돋보인 영화
원라인,"박종환 배우 연기에 반해서, 기태가 나한테 막 너는 내가 우습지? 그러면서 윽박지르는 꿈도 꿨었다. 그리고 하... 영화 보면서 사기꾼이 되고 싶었던 경험은 또 처음이었네."
원라인,메세지를 던지려고만 하니 불순해보이기까지
원라인,군대에서 생활관 동기가 신교대에서 조교이던 임시완을 원라인으로 놀렸다고 한다
원라인,.
원라인,좋아 한국영화가 스토리와 연출이 평균적으로 탄탄해질 즈음부터 나온 영화. 아주 좋었었음.
원라인,꽤 괜찮은 양산형 영화
원라인,생각보다 짜임새있는 모습과 시나리오가 좋았지만 선과 악의 경계가 없는 모호한 신(scene)의 장난
원라인,킬링 타임용 오락영화... 임시완 사기꾼 연기는 덤
원라인,"좋은 메시지, 평범한 내러티브."
원라인,왜 감독은 괜찮은 조연들을 제대로 써먹지 못하지??
원라인,남을 도와준다는 이름의 사기들.
원라인,뻔한 사기에는 이제 안 속지(2.5)
원라인,임시완이 영화 속에서 날아다니는 걸 보는 게 이 영화의 재미. 배우들의 연기에는 스토리를 개연성 있는 것처럼 만드는 힘이 있다. ....그렇게 홀리는 거다.
원라인,전형적인 한국오락영화
원라인,난 재밌었는데 다들 평점이 왜 이렇게 낮지..? ㅠㅜ
원라인,사기꾼이 사기꾼이지 선행한다고 뭐 바뀌는가?
원라인,임시완이 이미지를 탈피하려고 선택한 것 같다. 그러나 아직 능글맞고 꾀를 부리는 연기를 하기엔 아쉬움이 많이 남는다.
원라인,사람은 쉽게 변하지 않는다.
원라인,시대상을 사용한 독특한 소재를 유쾌하게 풀다
인사이드 르윈,"<꿈꾸는 자들의 실체> 처음에는 '뮤지션에 대한 영화'라고 들었는데요, 보다보니 '예술가에 대한 영화'라는 생각이 들더니만 다 보고 나서는 '꿈을 꾸는 모든 사람에 대한 영화'..."
인사이드 르윈,이렇게 살아도 내일은 또 오겠지
인사이드 르윈,달과 6펜스 그 사이 어딘가
인사이드 르윈,삶은 냉정하고 이상 없이도 반복된다
인사이드 르윈,음악 영화의 현실을 보여주고자 했던 것 같지만 재미없었던 것 같음
인사이드 르윈,생각보다 와닿지 않았다
인사이드 르윈,"영화를 보고나니 ""목숨에 미련 없어도 무덤 속에 누워 지낼 긴 세월이 서럽네 세상 구경 잘 했소""가 더 슬프게 느껴지네."
인사이드 르윈,집 나갔던 울리시가 찾아 돌아왔듯이 르윈도 결국.
인사이드 르윈,추운 겨울 혼자 가라앉아 있고 싶을 때 니트 입고 보기 좋은 영화 [W.신]
인사이드 르윈,"자신의 공연을 보러 온 사람들에게 '르윈'은 포크송이 거기서 거기라며 여유 있게 농담을 던진다. 그 대사의 원문은 ""If it was never new, and it never g..."
인사이드 르윈,106분의 러닝타임은 마치 세시간쯤이나 되는 것 같았다. 결코 지루해서가 아니라 너무나 풍부해서! 낯선 손길이 멱살을 잡고 그 삶으로 끌고 들어가는 느낌이라는 누군가의 평이...
인사이드 르윈,염병 내 인생 같네ㅋㅋ
인사이드 르윈,"무일푼 예술가, 유일푼 몽상가"
인사이드 르윈,"갈 곳도, 갈 길도 잃은 한 남자의 처연한 도돌이표 인생."
인사이드 르윈,이리 저리 부유하는 삶. 그 자체를 가만히 전시하는 영화.
인사이드 르윈,발버둥 쳐도 벗어날수 없는 우리 삶의 깊은 슬픔
인사이드 르윈,포크송이 거기서 거기겠지
인사이드 르윈,음악미생
인사이드 르윈,한 줄기 빛이라는 늪에 빠져 헤어 나올 수 없는 삶의 굴레.
인사이드 르윈,되는 일 하나 없는 우울하고 비겁한 남자 르윈. 그래도 그는 순수하고 고결한 포크송을 부른다. 2014년
인사이드 르윈,"반복되는 현실 속 나아간다는 것, 바뀌어 간다는 것"
인사이드 르윈,고양이가 돌아오는 저녁에 르윈은 다시 쳐맞았다. ADIEU!
인사이드 르윈,실패라는 벽으로 이루어진 인생이란 이름의 미로를 하염없이 헤매인다.
인사이드 르윈,인생에 매달려~~~ Hang me oh hang me
인사이드 르윈,내 미래인가?
인사이드 르윈,인사이드 르윈
인사이드 르윈,굴레. 나와같다
인사이드 르윈,포크송이라는게 원래 이렇지
인사이드 르윈,"진창에서의 삶, 그래도 내일은 온다"
인사이드 르윈,삶의 늪이란...
인사이드 르윈,"집안에 갇힌 고양이, 떠도는 고양이, 숙박을 구걸하는 삶, 떠도는 뮤지션."
