movie_title,review
겨울왕국,겨울 왕국
겨울왕국,다 알만한 디즈니의 명작 애니. 내용은 뻔하지만 노래가 좋았음.
겨울왕국,겨울이면 생각나는 영화 렛잇고의 열풍은 현재진행중이다
겨울왕국,올라프의 귀여운 매력에 빠졌었죠 노래도 너무 좋고 한동안 많이 들었습니다
겨울왕국,그시절 미친 인기
겨울왕국,디즈니 공주는 엘사가 갑이지
겨울왕국,2014년 겨울을 잊지 못하는 이유
겨울왕국,Some people are worth melting for. 올라프 같은 따뜻한 눈사람이 또 어디있을까
겨울왕국,10주년 기념 재개봉으로 코돌비에서 2편이랑 같이 봤는데 진짜 몇번을 봐도 재밌음..
겨울왕국,누구나 즐길 수 있는 걸작
겨울왕국,눈송이가 떨어지면 어김없이 울려 퍼지는 노랫소리로 마침내 동화에 이어 계절까지 품어낸 디즈니의 야심작.
겨울왕국,"역대급 OST, 역대급 영상미, 빈약한 스토리."
겨울왕국,"갇혀 있던 마음의 문이 녹고, 갖고 있던 마법이 시작되는 신비로움"
겨울왕국,특별한 사람에게는 다른 사람들보다 더 큰 성장통이 찾아오는 법.
겨울왕국,디즈니의 자기비판 시작.
겨울왕국,전개와 역할 등을 죄다 무시하고 오로지 let it go!
겨울왕국,노래 하나로 모든 단점을 보완시킨.
겨울왕국,어떤 노래는 영화보다 더 깊은 인상을 남기기도 한다.
겨울왕국,음 재밌었음 음 근데 남주 못생김 이슈로 별점 까임
겨울왕국,차세대 디즈니 프린세스의 시작 노래빼면 딱 그뿐
겨울왕국,어른들까지 사로 잡은 겨울왕국 렛잇고는 커버송의 왕국
겨울왕국,거의 모든 것이 완벽했습니다.
겨울왕국,색감 너무 좋고 음악도 예쁘고 잼나게 봄
겨울왕국,PC이면서도 PC가 아니다… 디즈니 촤근 가장 고점이었을 때의 영화
겨울왕국,렛잇고 볼지말지 내버려 두겠다는 뜻
